gene_id	n_variants	mean_fst	max_fst	fst_YRI_vs_CEU	fst_YRI_vs_CHB	fst_CEU_vs_CHB	in_sweep	n_conv_groups	max_h12
PLA2G4A	48	0.03752	0.095542	0.009126	0.060133	0.095542	False	0	0.0
C18orf25	21	0.037504	0.073539	0.005966	0.055255	0.073539	False	0	0.0
RAC3	13	0.037503	0.114019	0.00567	0.0	0.0	False	0	0.0
B4GAT1	18	0.037494	0.116625	0.041896	0.004575	0.006217	False	0	0.0
TMEM229B	19	0.037492	0.067313	0.067313	0.054865	0.030834	False	0	0.0
TRN-GTT10-1	14	0.037483	0.057827	0.04756	0.044545	None	False	0	0.0
GLYAT	27	0.037468	0.06459	0.009887	0.06459	0.050085	False	0	0.0
IGHVIII-25-1	9	0.037458	0.037458	None	None	None	False	0	0.0
RNASE7	12	0.037456	0.06358	0.06358	0.063174	0.0	False	0	0.0
LOC105378604	6	0.037445	0.072487	0.00214	0.072487	None	False	0	0.0
RAB37	31	0.037443	0.088744	0.017277	0.055852	0.088744	False	0	0.0
TRP-TGG1-1	12	0.037428	0.088544	0.065164	0.000624	0.032809	False	0	0.0
SEMA6B	52	0.03742	0.098362	0.029907	0.098362	0.038395	False	0	0.0
ASB1	20	0.03741	0.080619	0.080619	0.063937	5.7e-05	False	0	0.0
LOC105372206	4	0.037404	0.037404	0.037404	None	0.037404	False	0	0.0
TMUB2	24	0.037402	0.076409	0.064863	0.032624	0.004558	False	0	0.0
HUNK	52	0.0374	0.057202	0.039198	0.054085	0.021487	False	0	0.0
SLC25A1	21	0.037389	0.091987	0.055695	0.026989	0.002078	False	0	0.0
TMPRSS13	61	0.037389	0.054347	0.042231	0.048235	0.031709	False	0	0.0
RERGL	21	0.03735	0.09626	0.011679	0.09626	0.078544	False	0	0.0
ELFN1	105	0.037347	0.060731	0.039532	0.060731	0.02435	False	0	0.0
CMTM3	26	0.037341	0.092343	0.011804	0.092343	0.080355	False	0	0.0
HLA-DMB	20	0.03734	0.098596	0.04028	0.098596	0.033903	False	0	0.0
ARHGDIB	17	0.037334	0.073032	0.045482	0.066287	0.0	False	0	0.0
MFSD2A	24	0.037325	0.09605	0.033443	0.019809	0.0	False	0	0.0
KRTAP5-3	31	0.03732	0.087466	0.026589	0.020423	0.087466	False	0	0.0
ROPN1B	20	0.037317	0.052967	0.034302	0.034949	0.052967	False	0	0.0
DNER	60	0.037305	0.052418	0.04567	0.034573	0.022454	False	0	0.0
PCDHA13	59	0.0373	0.080163	0.033049	0.080163	0.037728	False	0	0.0
LYNX1-SLURP2	7	0.037287	0.041346	0.034784	0.041346	None	False	0	0.0
FRG2	19	0.037284	0.087287	0.087287	0.063451	0.0	False	0	0.0
CEP20	29	0.037274	0.072426	0.001068	0.063977	0.072426	False	0	0.0
GRHL2	23	0.037262	0.069358	0.039142	0.0416	0.069358	False	0	0.0
TIMD4	39	0.037256	0.054989	0.04835	0.054989	0.038773	False	0	0.0
EIF2B5	23	0.037255	0.08107	0.0	0.06625	0.08107	False	0	0.0
TRY-GTA6-1	10	0.037254	0.088869	0.0	0.058278	0.088869	False	0	0.0
GOLGA8T	65	0.037253	0.072249	0.072249	0.025675	0.033426	False	0	0.0
PPP1R17	12	0.037237	0.073903	0.036494	0.073903	0.038615	False	0	0.0
LOC105372228	4	0.037208	0.071154	0.040471	None	0.071154	False	0	0.0
PSIP1	26	0.037208	0.077575	0.03592	0.077575	0.021906	False	0	0.0
CLEC17A	37	0.0372	0.102951	0.017217	0.102951	0.048683	False	0	0.0
TRIM44	17	0.037191	0.050937	0.049638	0.050937	None	False	0	0.0
ADAM10	24	0.037186	0.052121	0.052121	0.048012	0.011424	False	0	0.0
NUMA1	138	0.037178	0.061018	0.061018	0.054317	0.017194	False	0	0.0
PPP1R36	50	0.037171	0.066516	0.066516	0.018421	0.032123	False	0	0.0
LOC107984965	4	0.037167	0.048433	0.033487	0.029582	None	False	0	0.0
LINC02227	6	0.037162	0.067554	0.040302	0.022878	0.067554	False	0	0.0
SLC35E2B	35	0.037143	0.068708	0.044559	0.039864	0.023742	False	0	0.0
LOC101930420	9	0.037131	0.074965	0.020746	0.074965	0.022085	False	0	0.0
NOTCH4	128	0.037125	0.042832	0.042832	0.030072	0.042549	False	0	0.0
TRM-CAT3-2	7	0.037125	0.079814	0.028795	0.002767	None	False	0	0.0
LOC105373951	5	0.037121	0.046408	0.046408	0.018546	None	False	0	0.0
ZFP37	25	0.037117	0.084888	0.084888	0.062191	0.0	False	0	0.0
LYRM9	9	0.037105	0.05215	0.007655	None	None	False	0	0.0
IGHVIII-16-1	9	0.037104	0.053741	0.020467	None	0.053741	False	0	0.0
DDX17	13	0.037102	0.06553	0.061965	0.049749	0.008267	False	0	0.0
HTR1B	12	0.037094	0.071464	0.042825	None	0.071464	False	0	0.0
ESS2	31	0.037093	0.075042	0.042058	0.015509	0.020946	False	0	0.0
C3orf70	14	0.037077	0.039694	0.036223	0.039694	None	False	0	0.0
TRBV9	6	0.037072	0.093381	0.017836	None	0.093381	False	0	0.0
DOCK9	135	0.037063	0.058225	0.056519	0.025686	0.028052	False	0	0.0
SH2B1	46	0.037061	0.099022	0.062667	0.0	0.099022	False	0	0.0
INCA1	18	0.03705	0.054927	0.051673	0.054927	0.023833	False	0	0.0
NAIF1	15	0.037048	0.037408	0.037408	0.036328	None	False	0	0.0
FRS3	41	0.037044	0.055777	0.046247	0.055777	0.024635	False	0	0.0
FCGR2B	32	0.037041	0.06828	0.031305	0.046817	0.06828	False	0	0.0
HMCES	21	0.037041	0.074972	0.024074	0.027311	0.074972	False	0	0.0
APEH	41	0.037029	0.114985	0.000595	0.069565	0.114985	False	0	0.0
NOL4	45	0.03702	0.063382	0.048099	0.063382	0.021858	False	0	0.0
HFM1	80	0.037013	0.097524	0.014157	0.037567	0.097524	False	0	0.0
HOXB7	17	0.037011	0.080037	0.010842	0.080037	0.073521	False	0	0.0
AGGF1	33	0.037002	0.069905	0.059786	0.069905	0.007103	False	0	0.0
SET	15	0.037002	0.053578	0.048631	0.044684	0.001114	False	0	0.0
SLC22A18AS	4	0.036999	0.036999	0.036999	None	None	False	0	0.0
MED19	10	0.036997	0.054775	0.048659	None	0.054775	False	0	0.0
CCDC81	43	0.036996	0.056186	0.056186	0.028329	0.048504	False	0	0.0
SHC4	49	0.036981	0.059349	0.04758	0.023263	0.059349	False	0	0.0
MCOLN1	39	0.036974	0.089424	0.001692	0.085766	0.089424	False	0	0.0
KPRP	50	0.036972	0.056439	0.045743	0.037638	0.056439	False	0	0.0
RPL11	8	0.036962	0.045863	0.042769	0.042192	0.021555	False	0	0.0
LCN9	22	0.036961	0.048273	0.045805	0.048273	0.046379	False	0	0.0
SMG1P6	6	0.036957	0.070388	0.070388	None	0.003525	False	0	0.0
COX8C	9	0.036949	0.110848	0.110848	None	0.0	False	0	0.0
OR9A4	24	0.036947	0.05893	0.057056	0.051178	0.017572	False	0	0.0
CCNH	24	0.036946	0.064557	0.064557	0.043315	0.020065	False	0	0.0
SLC30A2	27	0.036945	0.087924	0.044621	0.0	0.087924	False	0	0.0
LYAR	30	0.036935	0.067669	0.03062	0.047135	0.067669	False	0	0.0
IGHV2-5	146	0.036927	0.073481	0.070567	0.04009	0.000499	False	0	0.0
NPBWR2	37	0.03692	0.064898	0.057457	0.064898	0.005968	False	0	0.0
NUP37	10	0.036916	0.078293	0.024146	0.078293	0.018991	False	0	0.0
CDK3	17	0.036888	0.051782	0.010796	0.048085	0.051782	False	0	0.0
PDPR	126	0.036884	0.065258	0.044211	0.065258	0.025099	False	0	0.0
CNTNAP3P2	6	0.036883	0.040395	0.029859	0.040395	None	False	0	0.0
ABCF1	39	0.036879	0.064806	0.061175	0.064806	0.0	False	0	0.0
SRCAP	146	0.036879	0.058943	0.058943	0.05641	0.006284	False	0	0.0
PDGFRA	65	0.036865	0.073866	0.073866	0.043402	0.014435	False	0	0.0
CTSC	27	0.036861	0.054969	0.009605	0.026	0.054969	False	0	0.0
ESRRA	27	0.036855	0.082119	0.048641	0.082119	0.011047	False	0	0.0
GRK6	52	0.036851	0.067763	0.042342	0.028725	0.067763	False	0	0.0
LOC105376956	9	0.036849	0.045739	0.038602	0.040273	0.045739	False	0	0.0
SNTA1	36	0.036843	0.061664	0.056794	0.058174	0.004924	False	0	0.0
ADORA3	19	0.036838	0.060472	0.054782	0.00816	0.053181	False	0	0.0
CDRT15P2	8	0.036828	0.037028	0.037028	0.036508	None	False	0	0.0
LOC105377410	3	0.036818	0.06335	0.0	0.047102	None	False	0	0.0
STX1A	13	0.036801	0.057704	0.009927	0.057704	0.039252	False	0	0.0
IPP	20	0.036798	0.106567	0.024666	0.025279	0.0	False	0	0.0
LOC124903734	29	0.036795	0.074811	0.022792	0.055929	0.074811	False	0	0.0
LINC02804	15	0.036783	0.096034	0.018553	0.096034	0.042685	False	0	0.0
LINC00032	10	0.036769	0.053266	0.04267	0.00727	0.043872	False	0	0.0
GPR153	55	0.036766	0.082078	0.032272	0.082078	0.029965	False	0	0.0
IPO11	45	0.036755	0.101413	0.01234	0.101413	0.051159	False	0	0.0
UPF1	43	0.036752	0.069181	0.022229	0.069181	0.031178	False	0	0.0
MFSD6L	51	0.036744	0.05064	0.046789	0.048777	0.05064	False	0	0.0
TTLL6	60	0.036738	0.050216	0.018576	0.050216	0.028023	False	0	0.0
INIP	4	0.036723	0.036723	0.036723	0.036723	None	False	0	0.0
ZFYVE21	15	0.036717	0.090185	0.050169	0.090185	0.015196	False	0	0.0
FASTKD1	62	0.036714	0.061586	0.029478	0.060112	0.01527	False	0	0.0
RNF180	31	0.036684	0.100622	0.016061	0.033144	0.100622	False	0	0.0
UBE2E1	10	0.036682	0.063061	0.044144	0.049831	0.063061	False	0	0.0
HOXA4	26	0.036671	0.068654	0.03687	0.057266	0.000604	False	0	0.0
OR2B3	10	0.036661	0.061777	0.042788	0.061777	0.005534	False	0	0.0
IFTAP	17	0.03666	0.050677	0.050677	0.049853	None	False	0	0.0
HNF4A	43	0.03665	0.082963	0.082963	0.056308	0.005371	False	0	0.0
STOML3	22	0.036649	0.072925	0.044689	0.072925	0.022408	False	0	0.0
HRCT1	45	0.036641	0.049924	0.037167	0.049924	0.03666	False	0	0.0
SPATA45	8	0.03664	0.0905	0.005043	0.082549	0.0905	False	0	0.0
DHX8	37	0.036636	0.084205	0.057944	0.0	0.084205	False	0	0.0
COG6	38	0.036621	0.061511	0.038108	0.014368	0.052553	False	0	0.0
POLE4	12	0.036576	0.073294	0.048352	0.073294	5.5e-05	False	0	0.0
OR5T2	27	0.036575	0.057096	0.03611	0.057096	0.050861	False	0	0.0
TC2N	26	0.036566	0.048511	0.043635	0.048511	0.034699	False	0	0.0
LOC105372204	21	0.036556	0.07076	0.038457	0.07076	0.007844	False	0	0.0
TUBB4B	29	0.03654	0.064739	0.063824	0.064739	0.0	False	0	0.0
EMB	26	0.036526	0.078208	0.041606	0.047304	0.005842	False	0	0.0
PPP1R3B-DT	8	0.036518	0.05261	0.027985	0.05261	None	False	0	0.0
AQP7B	44	0.036516	0.044753	0.044753	0.042626	0.038665	False	0	0.0
CRACR2A	90	0.036503	0.073915	0.035224	0.018007	0.031932	False	0	0.0
TRIM64B	62	0.036499	0.070328	0.025669	0.070328	0.0262	False	0	0.0
ATE1	58	0.036498	0.083297	0.041512	0.021262	0.007004	False	0	0.0
LOC101927575	3	0.036496	0.036496	0.036496	None	None	False	0	0.0
ZBED3	20	0.036487	0.064211	0.038631	0.034789	0.0	False	0	0.0
NUDT17	21	0.036479	0.07056	0.021046	0.069056	0.07056	False	0	0.0
LZTFL1	61	0.036478	0.080197	0.013265	0.075709	0.080197	False	0	0.0
TPD52L1	20	0.036477	0.095682	0.050525	0.021424	0.008798	False	0	0.0
C9orf43	47	0.036476	0.061078	0.043309	0.021356	0.040312	False	0	0.0
GPBP1L1	38	0.036475	0.091607	0.023845	0.041694	0.00057	False	0	0.0
HHIP	21	0.036474	0.043338	0.043338	0.033733	None	False	0	0.0
SLC48A1	15	0.036447	0.059847	0.012863	0.052085	None	False	0	0.0
VASH1	35	0.036441	0.086176	0.024504	0.012745	0.032964	False	0	0.0
ZC3H10	15	0.036435	0.062673	0.062673	0.059438	0.004315	False	0	0.0
ASB5	30	0.036424	0.098629	0.032286	0.01472	0.098629	False	0	0.0
COQ10B	14	0.036419	0.104973	0.035619	0.104973	0.017082	False	0	0.0
DPY19L3	35	0.036417	0.08195	0.04823	0.08195	0.005279	False	0	0.0
GPR108	70	0.036413	0.056348	0.032652	0.056348	0.04846	False	0	0.0
MED25	45	0.036406	0.080378	0.030197	0.011443	0.080378	False	0	0.0
ZNF569	24	0.036401	0.063336	0.040135	None	0.042131	False	0	0.0
OR14C36	27	0.036398	0.078119	0.025443	0.049511	0.020008	False	0	0.0
OR10A5	30	0.036395	0.053517	0.05301	0.053517	0.015703	False	0	0.0
OVOL1	15	0.036377	0.050547	0.050547	0.043793	None	False	0	0.0
LOC124901798	42	0.036368	0.072081	0.053776	0.006894	0.072081	False	0	0.0
NAGA	17	0.036366	0.062651	0.046733	None	0.062651	False	0	0.0
MC2R	32	0.036358	0.049844	0.049731	0.049844	None	False	0	0.0
SLC27A5	48	0.036357	0.073058	0.03911	0.073058	0.039785	False	0	0.0
C11orf91	34	0.036348	0.094642	0.018378	0.094642	0.041987	False	0	0.0
KIAA0232	75	0.036346	0.060876	0.060876	0.058619	0.01296	False	0	0.0
ARNT	31	0.036337	0.097	0.038811	0.036745	0.0	False	0	0.0
TJAP1	50	0.03633	0.057191	0.057141	0.057191	0.011509	False	0	0.0
SLC5A7	28	0.036328	0.074036	0.053902	0.074036	0.0	False	0	0.0
APOC2	14	0.036311	0.036855	0.035225	0.036855	None	False	0	0.0
GCAT	48	0.036308	0.058035	0.037257	0.058035	0.033947	False	0	0.0
SOBP	47	0.036294	0.061005	0.028048	0.026522	0.061005	False	0	0.0
CCKAR	25	0.036274	0.06334	0.06334	0.048035	0.013961	False	0	0.0
CCKBR	26	0.036269	0.101124	0.0	0.101124	0.077742	False	0	0.0
ARHGEF25	41	0.036263	0.052621	0.043902	0.052621	0.027115	False	0	0.0
P3H3	49	0.036238	0.066847	0.066847	0.035943	0.018935	False	0	0.0
EGR2	20	0.036229	0.078369	0.078369	0.01944	None	False	0	0.0
PCDHA11	74	0.036224	0.067061	0.021879	0.065323	0.011708	False	0	0.0
RHOBTB1	48	0.036224	0.060112	0.060112	0.059797	0.003269	False	0	0.0
TFPT	23	0.036224	0.067641	0.022119	0.019584	0.006813	False	0	0.0
FBXO45	16	0.036217	0.044457	0.03455	0.036808	0.028283	False	0	0.0
C16orf91	12	0.036196	0.036723	0.035142	0.036723	None	False	0	0.0
GPR107	26	0.036192	0.065696	0.048123	0.065696	0.035268	False	0	0.0
SRC	32	0.036192	0.056166	0.056166	0.035114	0.03388	False	0	0.0
AFM	29	0.036191	0.043794	0.043794	0.043152	0.023998	False	0	0.0
HSPB2	16	0.036189	0.120414	0.01187	0.120414	0.04866	False	0	0.0
MYL1	20	0.036185	0.067098	0.067098	0.063217	0.0	False	0	0.0
SF3B6	5	0.036181	0.064596	0.064596	0.014595	None	False	0	0.0
NPAS3	69	0.036178	0.048397	0.031141	0.03535	0.040097	False	0	0.0
CCDC13	57	0.036171	0.05472	0.05472	0.032091	0.048803	False	0	0.0
OR2C3	28	0.036168	0.057571	0.046027	0.016201	0.057571	False	0	0.0
GPSM1	93	0.036164	0.08109	0.024905	0.054598	0.08109	False	0	0.0
RRAS	21	0.036158	0.074948	0.015544	0.010843	0.064225	False	0	0.0
PRDM1	50	0.036153	0.075038	0.025624	0.075038	0.064715	False	0	0.0
LOC105373978	4	0.036145	0.049338	0.014305	0.044791	None	False	0	0.0
LOC105374817	5	0.036142	0.079857	9.4e-05	0.043511	0.079857	False	0	0.0
ERG	23	0.036134	0.084698	0.040872	0.084698	0.009338	False	0	0.0
COQ9	25	0.036129	0.068533	0.049768	0.068533	0.018265	False	0	0.0
TAAR9	32	0.036128	0.049402	0.047121	0.049402	0.041944	False	0	0.0
H2BC4	8	0.036118	0.070586	0.070586	None	None	False	0	0.0
LDB2	34	0.036113	0.053858	0.049384	0.053858	0.028626	False	0	0.0
BICDL2	42	0.036067	0.052022	0.02073	0.048706	0.052022	False	0	0.0
NAPSB	7	0.036059	0.036059	None	0.036059	None	False	0	0.0
AGO3	34	0.036056	0.063341	0.040298	0.028104	0.063341	False	0	0.0
EPS8L1	72	0.036039	0.059728	0.042401	0.033501	0.016616	False	0	0.0
TRBV6-4	12	0.036037	0.096095	0.019253	0.025194	0.096095	False	0	0.0
TLL2	63	0.036026	0.059466	0.051265	0.059466	0.000716	False	0	0.0
AMFR	29	0.036025	0.048086	0.033751	0.048086	0.0441	False	0	0.0
ECSIT	31	0.036025	0.050102	0.049557	0.033769	0.050102	False	0	0.0
CASQ1	31	0.036011	0.053171	0.048058	0.053171	0.032168	False	0	0.0
LOC107986009	8	0.036011	0.062427	0.059693	0.062427	0.0	False	0	0.0
FICD	27	0.036004	0.052002	0.052002	0.04685	0.004114	False	0	0.0
BVES	22	0.035995	0.05371	0.049369	0.048822	0.013397	False	0	0.0
WDTC1	44	0.035993	0.049473	0.033402	0.026349	0.049473	False	0	0.0
MYC	22	0.035991	0.05414	0.0519	0.05414	0.012505	False	0	0.0
MEIOSIN	56	0.035988	0.058293	0.009014	0.045945	0.058293	False	0	0.0
FGF14-IT1	3	0.035987	0.063632	0.017921	0.063632	None	False	0	0.0
LOC105374608	12	0.035986	0.065374	0.046104	0.026405	0.065374	False	0	0.0
TRIM37	45	0.035981	0.093567	0.051079	0.093567	0.005417	False	0	0.0
GPAM	44	0.035954	0.053005	0.049212	0.053005	0.012516	False	0	0.0
LOC105372064	4	0.035953	0.035953	0.035953	0.035953	None	False	0	0.0
TPBGL	33	0.035948	0.05298	0.05298	0.048314	0.026459	False	0	0.0
MCL1	17	0.035947	0.063702	0.054539	0.063702	3.8e-05	False	0	0.0
STK24	27	0.035946	0.094815	0.004006	0.094815	0.047869	False	0	0.0
LOC124903021	6	0.035941	0.035941	None	None	None	False	0	0.0
PKIG	8	0.035941	0.043584	0.043584	0.025132	None	False	0	0.0
MTMR14	50	0.03594	0.063349	0.055396	0.060957	0.0	False	0	0.0
SGO2	77	0.03592	0.054882	0.049119	0.040307	0.054882	False	0	0.0
ZNF300	41	0.035917	0.053236	0.041113	0.044424	0.053236	False	0	0.0
PARGP1-AGAP4	21	0.035901	0.112451	0.02304	0.007304	0.0	False	0	0.0
OR4C6	26	0.03588	0.100678	0.032503	0.100678	0.030465	False	0	0.0
LOC105378575	4	0.035879	0.038549	None	0.03321	0.038549	False	0	0.0
UBB	31	0.035869	0.06791	0.06791	0.054916	0.0	False	0	0.0
CYB5R2	44	0.035865	0.08097	0.042519	0.08097	0.027389	False	0	0.0
LOC105377675	3	0.035853	0.102589	0.102589	None	0.0	False	0	0.0
LRTOMT	20	0.035853	0.068262	0.04607	0.0	0.068262	False	0	0.0
NIBAN2	58	0.035838	0.079182	0.031055	0.079182	0.02993	False	0	0.0
PCDHGB4	59	0.03583	0.055381	0.052314	0.055381	0.024132	False	0	0.0
TERF2	19	0.035827	0.053711	0.053711	0.040209	None	False	0	0.0
GBP7	47	0.035821	0.062634	0.062634	0.02663	0.028536	False	0	0.0
ZBTB4	61	0.035821	0.041867	0.039031	0.036702	0.031758	False	0	0.0
CEBPD	11	0.035811	0.046759	0.040042	0.03743	0.046759	False	0	0.0
TAAR1	30	0.035807	0.088953	0.025803	0.088953	0.032885	False	0	0.0
NCR3LG1	45	0.035797	0.064989	0.057015	0.064989	0.029745	False	0	0.0
FAM174C	21	0.035786	0.141226	0.0	0.141226	None	False	0	0.0
LINC01237&LINC01881	4	0.035785	0.097091	None	0.0	0.010265	False	0	0.0
LINC01880	5	0.035785	0.097091	None	0.0	0.010265	False	0	0.0
LINC01198	6	0.035781	0.035781	None	0.035781	None	False	0	0.0
GTPBP4	49	0.035768	0.053953	0.053953	0.038919	0.049786	False	0	0.0
RAPGEF4	55	0.035743	0.060566	0.023224	0.060566	0.051822	False	0	0.0
H1-1	31	0.035735	0.065412	0.035607	0.036306	0.027086	False	0	0.0
CCNG2	29	0.035733	0.068011	0.040929	0.068011	0.018917	False	0	0.0
POM121	141	0.035723	0.053817	0.038454	0.053817	0.033419	False	0	0.0
TGFB3	19	0.035722	0.053559	0.053559	0.023616	None	False	0	0.0
STMN1	9	0.035715	0.067767	0.067767	0.028961	None	False	0	0.0
CLDN12	8	0.035709	0.044944	0.027084	None	0.044944	False	0	0.0
MVP	48	0.035703	0.063752	0.063752	0.046821	0.006629	False	0	0.0
POLR3F	29	0.035702	0.062048	0.046353	0.027798	0.042312	False	0	0.0
FAM184A	49	0.035701	0.073798	0.030624	0.073798	0.03637	False	0	0.0
STARD3NL	16	0.035698	0.061851	0.008586	0.061851	0.029089	False	0	0.0
SEPTIN7P14	10	0.035674	0.091698	0.024662	0.0	None	False	0	0.0
LSM4	8	0.035671	0.03775	0.035605	0.03775	None	False	0	0.0
DXO	28	0.035668	0.063891	0.057123	0.063891	0.006096	False	0	0.0
RALY	26	0.035659	0.064386	0.035751	0.019458	0.03105	False	0	0.0
ALAS1	34	0.035656	0.081634	0.081634	0.055822	0.0	False	0	0.0
LLGL1	61	0.035653	0.069622	0.051878	0.069622	0.007306	False	0	0.0
CCT6A	27	0.035648	0.08871	0.038758	0.08871	0.023747	False	0	0.0
ABTB1	43	0.035642	0.107089	0.029984	0.028621	0.107089	False	0	0.0
MGRN1	51	0.035641	0.092203	0.029432	0.092203	0.020997	False	0	0.0
DSCAM	95	0.035611	0.069716	0.038005	0.020673	0.038401	False	0	0.0
LOC124900476	42	0.035596	0.078243	0.078243	0.030878	0.021703	False	0	0.0
RAB36	59	0.035582	0.086457	0.037909	0.086457	0.01406	False	0	0.0
ARHGEF2	33	0.035569	0.053211	0.043116	0.053211	0.023984	False	0	0.0
TP53AIP1	53	0.035538	0.060513	0.060513	0.038647	0.025013	False	0	0.0
MIR100HG	9	0.035533	0.082594	0.082594	None	0.024004	False	0	0.0
FAM86FP	9	0.035523	0.095638	0.042035	0.095638	0.013668	False	0	0.0
MEIS1-AS3	4	0.03552	0.084458	0.022101	0.084458	None	False	0	0.0
CLRN3	22	0.035513	0.064321	0.047008	0.011981	0.064321	False	0	0.0
FAM78B-AS1	6	0.035513	0.088727	0.033834	0.088727	0.047026	False	0	0.0
KLF15	28	0.035511	0.060104	0.059464	0.056429	0.001556	False	0	0.0
THOC7	11	0.03551	0.064326	0.046492	0.064326	0.001204	False	0	0.0
PPIP5K2	39	0.035496	0.07922	0.019328	0.015234	0.011836	False	0	0.0
C11orf1	17	0.035493	0.06888	0.028277	0.010788	0.066759	False	0	0.0
USP15	29	0.035493	0.077848	0.037072	0.077848	0.040147	False	0	0.0
DEFB124	8	0.035484	0.037853	0.037853	0.035841	None	False	0	0.0
MRPL58	23	0.035483	0.083598	0.020367	0.083598	0.044827	False	0	0.0
ELF2	67	0.035466	0.061085	0.04434	0.037484	0.03442	False	0	0.0
POLD2	40	0.035462	0.073771	0.031612	0.024277	0.073771	False	0	0.0
C1R	52	0.035461	0.099294	0.010383	0.046911	0.099294	False	0	0.0
SMIM26	4	0.035459	0.035459	None	None	None	False	0	0.0
PRKACA	26	0.035457	0.065209	0.065209	0.037952	0.016414	False	0	0.0
OLIG3	20	0.035455	0.068677	0.005767	0.059135	0.068677	False	0	0.0
SMUG1	22	0.035451	0.06143	0.057769	0.06143	0.0	False	0	0.0
CDRT15	33	0.035447	0.076763	0.076763	0.018453	0.036669	False	0	0.0
NOMO1	92	0.035436	0.06024	0.023834	0.06024	0.048674	False	0	0.0
FRMD6-AS2	3	0.035429	0.059965	None	None	None	False	0	0.0
PERP	14	0.035427	0.092816	0.003965	0.018971	0.0	False	0	0.0
DDX59-AS1	9	0.035415	0.083522	0.083522	0.026828	0.018339	False	0	0.0
FABP1	8	0.035414	0.106242	0.106242	0.0	None	False	0	0.0
GLIPR2	26	0.035408	0.06778	0.045198	0.045534	0.002725	False	0	0.0
ALPI	41	0.035406	0.067463	0.057656	0.051909	0.0	False	0	0.0
IFNA13	15	0.035395	0.062904	0.057101	0.056539	0.000434	False	0	0.0
LINC00888	5	0.035394	0.079364	None	0.0	0.026818	False	0	0.0
C7orf33	14	0.035385	0.072001	0.058612	0.072001	0.006968	False	0	0.0
KDM8	31	0.035378	0.104137	0.01944	0.029908	0.104137	False	0	0.0
SNTN	8	0.035375	0.035375	0.035375	None	None	False	0	0.0
IPO8	47	0.035373	0.068826	0.010492	0.068826	0.033129	False	0	0.0
SLC33A1	23	0.035364	0.045824	0.040494	0.043384	0.018369	False	0	0.0
ARL13B	31	0.035353	0.062869	0.056403	0.057494	0.0	False	0	0.0
TRBV11-2	8	0.035347	0.038624	0.037411	0.030007	None	False	0	0.0
HHIPL1	68	0.035344	0.046599	0.036851	0.046599	0.039859	False	0	0.0
FBXO3	21	0.035343	0.048437	0.048437	0.04832	None	False	0	0.0
CYHR1	25	0.035336	0.062977	0.027119	0.062977	0.059539	False	0	0.0
YARS1	26	0.035333	0.100328	0.0	0.100328	None	False	0	0.0
TUBB8	87	0.035329	0.079648	0.032114	0.034644	0.079648	False	0	0.0
PLPP5	26	0.035326	0.07615	0.010486	0.055984	0.014501	False	0	0.0
IGKV1D-37	10	0.035321	0.061188	0.040346	0.039748	0.0	False	0	0.0
RXYLT1	28	0.035317	0.064409	0.046308	0.007485	0.064409	False	0	0.0
TYROBP	13	0.035316	0.041007	0.019053	0.041007	0.040419	False	0	0.0
ATXN7L2	33	0.035308	0.058716	0.055728	0.058716	0.0	False	0	0.0
TRA-AGC7-1	14	0.035298	0.09384	0.045645	0.09384	0.001709	False	0	0.0
IGHV7-40	7	0.035294	0.035294	0.035294	None	None	False	0	0.0
LOC102724245	6	0.035288	0.074992	0.058119	0.0	0.043329	False	0	0.0
LOC124900252	16	0.035267	0.065601	0.010636	0.045613	0.018638	False	0	0.0
MSANTD2	28	0.035267	0.038773	0.038773	None	0.038136	False	0	0.0
FOXD4L4	62	0.035265	0.067282	0.065743	0.030436	0.01223	False	0	0.0
PCOLCE2	21	0.035256	0.06642	0.054051	0.0	0.06642	False	0	0.0
RNF182	19	0.035255	0.043242	0.043242	None	None	False	0	0.0
FAM86HP	6	0.035251	0.076195	0.076195	0.0	0.061135	False	0	0.0
SLC27A4	38	0.035251	0.084007	0.050338	0.004397	0.084007	False	0	0.0
AAMDC	23	0.035233	0.080521	0.033284	0.080521	0.033824	False	0	0.0
GAPVD1	66	0.035233	0.053822	0.052089	0.053822	0.022223	False	0	0.0
LOC105377635	5	0.035219	0.057684	0.052144	0.05036	0.015905	False	0	0.0
TNNT1	18	0.035213	0.071901	0.058791	0.027831	0.071901	False	0	0.0
STEAP1B	53	0.035202	0.053371	0.026182	0.047045	0.053371	False	0	0.0
WASF1	23	0.035202	0.09345	0.005788	0.09345	0.045546	False	0	0.0
FKBPL	14	0.035189	0.07868	0.04766	0.07868	0.009859	False	0	0.0
STXBP5L	52	0.035189	0.064542	0.043592	0.015724	0.064542	False	0	0.0
LOC100507513	5	0.035186	0.055673	0.051957	0.033113	0.0	False	0	0.0
SEC63	40	0.035177	0.075099	0.075099	0.056982	0.000391	False	0	0.0
ANAPC5	30	0.035175	0.07268	0.019167	0.018753	0.000577	False	0	0.0
ZBTB22	17	0.035174	0.08657	0.01594	0.08657	0.026616	False	0	0.0
SIAH2	10	0.035166	0.091945	0.007847	0.005708	None	False	0	0.0
B3GNT2	19	0.03516	0.036603	0.033745	0.035131	None	False	0	0.0
RPL15	28	0.035131	0.072776	0.072776	0.018868	0.029444	False	0	0.0
